"","x","y"
"1",0.161622451580456,41.6869322964393
"2",0.0960945570465588,53.1144651402958
"3",0.144058870886799,49.8082438927246
"4",0.094190344022091,49.3531655647699
"5",0.147196889511871,57.3619784042022
"6",0.188143013507904,41.950568741331
"7",0.191182715134662,49.9449938381951
"8",0.170556859112019,55.5508879659711
"9",0.154939572665993,46.9391652475936
"10",0.174689274570482,42.882469500633
"11",0.14649582083527,42.0557327486771
"12",0.19223334775001,46.1140989443005
"13",0.0867127963238904,47.1518406026749
"14",0.170066112139769,48.9033158319002
"15",0.146734064521025,49.472632492695
"16",0.135154575374174,49.4174625849127
"17",0.146633573249546,39.7394286708011
"18",0.145845728339768,49.0768922304346
"19",0.151609850044103,40.5666552564577
"20",0.0766631170513843,63.3814187394711
"21",0.109268747594897,58.6628557384569
"22",0.12333913232351,43.4658056904861
"23",0.21292117469306,44.1137219509512
"24",0.14144881454366,43.0161736364865
"25",0.138406126408186,55.4112845500505
"26",0.131991091165281,50.8820180394866
"27",0.201733870829504,40.6219951798002
"28",0.161684593475473,48.4655712441071
"29",0.190085936479151,41.9685180085257
"30",0.107815213930506,60.4415747305829
"31",0.129309682098447,50.8104597174182
"32",0.1991982892835,47.9369853619718
"33",0.129355083433596,44.1113099833497
"34",0.125548403040389,42.7678492484712
"35",0.017558176229157,87.9181979145785
"36",0.108251763320895,47.3325156782639
"37",0.118406845743735,43.4270833574577
"38",0.223746306395044,38.1157160523876
"39",0.170672222636303,37.2440630095329
"40",0.163687316728169,39.7857385571716
"41",0.114562816523748,46.3796728252037
"42",0.131015183142181,57.0541837703303
"43",0.115605002273618,56.385775312232
"44",0.0861521842060999,60.8424679670519
"45",0.232709573281706,47.7442353713315
"46",0.0975413587687383,56.9661115682704
"47",0.200717398749461,38.2249965302148
"48",0.174098420844005,45.2689639097622
"49",0.15223331223408,42.3336089576963
"50",0.0911049879120739,53.8742755244248
"51",0.139931709535833,47.5428584413961
"52",0.096317574008845,42.3221613201013
"53",0.187047834418022,46.2325120822743
"54",0.172575225451962,40.9812293870968
