"","x","y"
"1",5.5964952794494,5.81253732466808
"2",7.4126561788238,5.69098026951806
"3",6.08753083777205,5.76633159376356
"4",4.98476989148466,6.07617425558246
"5",5.99672375955329,5.88103143635943
"6",8.23545571111728,5.47632150979178
"7",6.99374582876747,5.5335708033947
"8",5.50089388026069,5.66745330500968
"9",7.3979577151079,5.65934440051955
"10",8.58450828617954,5.58933251956867
"11",6.85726064618861,5.53457742508292
"12",4.672092205311,5.92858490667887
"13",6.72997143977203,5.91040113784966
"14",7.74836853594755,5.72039564937852
"15",6.09208355162298,5.76473169899995
"16",4.7718803919714,5.99014690594322
"17",3.50418255770104,5.94593679477978
"18",5.40482586617521,5.66968725766126
"19",4.55886379914186,5.88255088127926
"20",6.43861008903149,5.97951856693232
"21",7.79850990237229,5.73763151658699
"22",6.74724178156252,5.82057872913956
"23",7.15490112285885,5.80648914331247
"24",7.17674937848606,5.72668740092145
"25",6.91983239851744,5.6149239982781
"26",6.53127278753136,5.46761310231262
"27",8.14405159872869,5.61121057754164
"28",5.07220511645902,5.7614605772237
"29",6.7402298488017,5.79572054268477
"30",6.95025586318057,5.68533966309766
"31",4.46985183052567,5.87410922857859
"32",4.17346029972274,5.82197796686601
"33",6.30265360633476,5.70956773164136
"34",6.15853676198571,5.75048601262262
"35",8.0090158253846,5.44051771504858
"36",4.78302851890165,5.85596163573185
"37",9.26844184608133,5.47443041043184
"38",3.68553112857018,5.94344346025626
"39",8.12605781391935,5.53260202884391
"40",6.89388384319207,5.62236683543242
"41",4.99360221151625,5.79743736749441
"42",5.86657753097488,5.74454591229787
"43",6.52066946274047,5.65008583898996
"44",3.57345658267448,6.02131222589362
"45",3.96461746790059,5.97697702537357
"46",4.06597813846528,5.83079810361656
"47",5.05944220843952,5.70269684749378
"48",7.34345196440748,5.83830737500988
"49",6.83508744743779,5.54364464489222
"50",7.02286199393527,5.84343241967217
"51",5.05256754612489,5.90885681788953
"52",8.11638135391925,5.709954437733
"53",3.72190938795665,6.06530077448577
"54",2.16194473503212,5.86525528933576
"55",6.39693093309998,5.62694464766489
"56",6.22634536812146,5.75563483711915
