"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
249913.107089758,100.332239627838,99.9946793468166,97.8506836211436,101.196333946595,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,0
239538.422927287,98.0116763154764,97.6529230446908,100.898864284693,102.460674753038,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
248699.835111468,99.2523644395299,98.7297986011219,99.6708591141232,98.537610792196,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1
243136.99709035,98.4337582664894,99.0098011079058,98.296782189753,97.6760130578926,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0
260644.700890054,98.5733841737948,100.369499795825,101.73057547612,102.137036793165,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1
244767.920888767,99.6532325486757,102.579389824976,101.960547012565,98.6753318093168,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0
240597.285203282,100.434417182183,101.319035420763,100.857371591096,95.1717658865125,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0
253104.915782982,99.680697204437,100.344235061977,101.682945279765,99.0861389170994,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1
257939.375961686,100.612222499762,100.888830657753,99.1258315464084,102.078146235623,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1
243358.465716627,100.803586756329,100.994364879338,98.3142820817725,98.4033153817122,1,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0
260386.102591162,101.618746507494,99.6745191326727,99.5364156514875,100.463442455326,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1
255784.537647959,100.310617263895,99.8944008836578,100.380483438681,101.216916833641,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1
246126.443407276,98.3611858685824,99.565509466858,101.151554944305,100.878570388441,0,1,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
256939.187865636,99.7833667886384,101.41869795396,100.792655363834,99.6161743248995,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
254426.545624712,99.8889674713542,101.209554326505,102.456351840898,100.692139896473,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0
