"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
651135.652661749,102.060848129739,100.426433925521,99.135695810808,99.8961472025041,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
638740.450138903,99.9177554197981,100.254479178183,100.272717167354,100.407646156388,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1
673046.045150463,101.985482053972,99.6285412767238,99.9398287606467,101.600035628517,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
588560.105162633,98.0427435140624,100.158096753359,100.312425755477,99.242510073184,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
611879.056017266,99.6266597187504,101.740997168683,99.2481052767224,99.6290111932958,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1
669597.067868351,100.669579554999,101.614440482142,101.382114036716,100.280545380057,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1
666021.267733164,101.579914037839,99.7734166528812,97.4302127656582,99.2967373440428,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
599329.315537952,99.4888038533585,100.551737611749,99.246309618732,101.461879118433,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0
667732.823991166,100.704552364586,100.444883798312,100.026346838945,100.43604275054,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0
641546.954006507,99.2926490512133,100.801177222247,99.4181458974735,100.485477695973,1,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
578672.574979429,98.1532078224318,98.7772167088613,99.9625121871438,99.2872776072437,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,0,0,1
694801.234771815,98.8730793380083,97.4526082206388,99.7125084605252,99.7768380159648,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0
658280.315667488,100.731275557362,100.670933976308,100.389941092481,101.657622791226,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1
630555.601572591,99.7093818695235,101.555578700326,100.363677301867,101.884075403209,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
595363.749219701,99.9417256526048,101.244942490154,99.0518874429999,99.6692749018206,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1
583276.960351766,98.7303017512214,101.680981312525,98.5683972903318,98.6888545097797,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0
654306.141137502,100.832775840225,100.115974540128,101.374970225664,100.68677808812,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1
585128.81165219,100.194960507659,99.4056105991606,101.338575052752,99.3498357366977,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1
560651.540140793,101.131078288742,100.510738359539,99.4374085353894,98.992862774864,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0
616418.156950691,99.6898943167977,99.6532828400799,100.822554716391,99.9818087865493,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1
561743.584434773,96.8680248923846,102.354810805433,99.2013695088827,99.1999967648961,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,0,0
620321.917653537,100.512670097628,98.9801237791003,102.10088516755,98.7952539378894,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
646292.508456644,100.224861996448,98.9969720401531,101.621583506782,101.507042369879,0,1,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1
638962.713761473,99.2330427232297,99.7533436151535,98.6039255432418,100.036211986194,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
631100.436830816,99.3785371912343,100.621934422694,99.6186202359699,101.642956961991,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1
593273.646210129,99.7917622434965,99.1749111993215,100.391216437134,99.8737350632924,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1
599432.155067941,99.1230194572997,100.959286517949,101.29883146423,101.337598851133,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1
618593.179527366,99.9019941558441,99.3430005283097,101.960330327739,99.5392650805394,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,1
633409.59034563,99.1180898316866,100.426319023162,102.186471526129,98.8142984012911,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1
570371.753144658,99.4034106959784,99.6228515620412,101.173671389258,99.3752073079575,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
675506.045388344,98.4803171555984,99.1370527422128,99.8542738000921,100.531551060261,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0
599244.585881912,99.726548126014,100.603937286285,101.239441469279,102.021634903581,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
607773.439208735,100.331943282436,100.569215743859,100.935074614927,98.5216042686917,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1
652367.007427056,100.494204897236,101.134310012524,99.5490241584386,101.406655164089,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0
623682.381891238,99.7833045928706,101.028099627931,100.013349860854,101.050977791496,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1
639841.869162013,99.5006603649386,99.1927678122957,99.2469533210728,100.719774565366,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0
614799.041414552,98.9174638222048,99.750807676579,100.751996752762,101.19081450792,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0
610141.899691436,99.2582213195599,101.422505386481,100.476543506992,100.028948382089,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1
620836.737112654,99.2290856681593,99.6735780296035,99.7626985696938,100.276952572581,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
602518.61249287,98.5990466333574,99.7827189261915,100.747737195798,100.52855000568,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
620953.807129469,100.477172122527,98.7493605725223,100.483111399717,99.8425016074902,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1
650495.045306169,98.8885171669221,98.9193363825249,101.160639015914,99.7959691841784,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
676758.730971888,99.218240133723,98.9578928204243,98.9176872202813,101.005192651657,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1
650825.682783937,99.9837595210854,99.6054317172357,101.069940969873,101.630771204448,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
650675.72294541,99.3016716180123,100.379236226071,100.71138082747,99.2508149933889,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1
636696.004192062,100.425187635914,101.057375268381,101.437302822417,99.7132762604094,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0
585695.672715885,99.0601072592738,100.121768628308,99.3808423584886,97.4580623367688,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1
659204.730546796,101.098606153105,98.8776774394829,101.197990699149,101.082726807575,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1
653402.983008373,101.705273813943,103.092906741521,102.195958781024,98.9189760015274,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0
625835.091143242,99.2434334651108,100.659767725416,100.506008018385,98.3950019102859,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
689126.99257481,98.4232586758607,100.779529742914,99.2368115694239,100.583263653974,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
564450.774430702,100.040543221945,100.705644329255,98.063725745294,98.5035384040226,0,1,0,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1
663196.465807897,101.239195030952,99.9601551576576,98.0430401735702,98.9081625217113,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0
631544.402323315,100.964740586779,99.946105485066,99.3246801297601,99.2101673836887,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1
598916.5590085,98.6781802183683,98.8188831497013,99.7239560854397,98.408284092435,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1
561020.400017577,99.349406491622,100.963706565562,100.449702261575,98.7381261311928,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
