"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
54.4333952466298,200.662270542377,201.322281805323,200.696667922783,198.928422195218,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,1
54.5385104573097,200.493044561511,200.172212933043,199.337798683509,199.900964173204,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0
54.3538635349005,199.271467554036,200.170088992016,199.133827628557,199.713323257871,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1
54.3731320459764,199.89250243469,201.094976607188,199.526127040508,199.2552800441,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
54.5549344290956,200.124720702333,201.312208478454,198.473967842594,200.7433094116,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1
54.3627670731593,199.544302678231,198.50259388642,197.953955702682,200.847217947626,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
54.403142264306,201.181864704799,198.743277205024,199.23561774182,199.604237077858,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0
54.0615168833953,197.506036225234,201.321417233874,201.370060088752,198.455015915015,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1
54.3119880784445,199.675102061334,199.260168417559,202.172175593837,201.151792532569,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1
54.3882761150237,199.987176131919,198.092102264702,201.35596919498,200.354723966814,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0
54.2763452557299,200.6770382562,199.828444919787,203.415314661876,198.636341376317,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0
54.4170824371525,201.656014012401,198.670065262625,198.892846474435,199.378228270282,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1
54.456649874875,199.342626351721,199.648668234764,201.866278026106,200.486144820477,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0
54.2654746041222,201.855042071691,201.004969568505,201.433500390742,198.546982882028,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1
54.2009629957053,199.466386275271,201.478340573611,199.933962040176,200.396549735539,1,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
54.5587268321876,200.913471192016,200.782367257179,199.272399314828,198.435170130574,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0
54.6536761307512,203.368303512359,200.058139359685,201.219331866979,199.281777261255,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,1,0,1
54.5757035918234,199.443512687303,204.546295717243,198.73604039105,201.506697333402,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0
54.3825918885844,198.975367788181,201.061459237462,198.194715503086,199.730304982211,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0
54.5414314805397,201.936534448081,198.900400809626,200.771710130608,200.3908634649,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1
54.5943954408089,201.825553978413,201.006138025889,198.377631199334,201.584604204481,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1
54.3819186681136,199.10417184187,202.375625816627,200.855263828931,199.449105735954,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
54.4007547242047,200.024120389381,201.14176111564,201.244032139116,198.275026975101,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0
54.6141566820061,200.087666258647,200.825502131617,197.785124763312,200.960654529352,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1
54.5904241705212,200.386503771004,196.115837759682,201.514662877684,199.022839916453,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0
