"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2736.8228996825,201.411428169281,202.133627811274,199.89535639392,199.836267312921,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1
2722.90600212717,202.215647888901,199.242823837631,201.59317340333,200.626045906436,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0
2703.4993033886,200.784355943155,198.71665606275,198.981152278986,199.808825423164,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1
2688.89444000414,200.450668223398,198.485774718919,200.0389827698,199.221860635034,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0
2707.62827044174,199.463261767847,199.805457187994,199.180183070063,199.560941524595,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0
2686.33286193981,197.850399391554,198.740530040306,199.920764924005,198.903033284234,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
2710.67545617637,198.220729140608,200.955454049625,202.505578227547,202.381180710923,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0
2677.2009013138,197.370661037176,198.716995262798,200.63003732795,199.80705476156,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0
2713.24634312642,200.131721392146,199.514224258632,196.268723076318,202.82850907454,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0
2729.92005094082,203.233297003827,198.654132090121,200.659108633235,199.507594246743,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0
2690.57251693468,198.969708493413,199.240538341948,199.963608123333,200.033289521325,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1
2695.65014684057,199.313954138005,199.894221494393,198.308278171413,199.301738825979,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
2686.04757589441,198.615134561549,199.919935084047,198.662115407623,199.216354526267,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
2715.89797504388,202.047699897574,200.498123579434,197.669472878628,198.963429878429,0,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1
2713.39031830307,199.518452498415,200.652750984726,201.095120987716,200.383172399651,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1
2707.26769640251,200.983899711523,200.664511392432,199.394572994484,200.66844632426,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,1
2702.78921247443,200.727345836485,199.774306277572,199.56839266503,201.23789047651,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
2692.11830042349,199.920544067654,197.736914604064,198.292712141527,202.141361811733,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0
