"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
323172.463915184,101.844808429172,100.05244064364,98.7831037353826,100.516003813115,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0
337622.206077902,101.131105068596,101.487001398784,97.0153909073393,100.331945348071,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1
341538.909717358,100.932740076788,100.534860183621,101.454149207324,100.363074234761,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1
331335.652363555,97.9777119968258,101.070682606609,98.7140957364125,102.061788871179,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1
329898.066223791,98.3528076324133,100.052974906748,99.9522927475006,101.758033336344,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,1
337730.145525335,100.663129660642,98.7647999291941,101.656466710367,100.993745739768,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
337104.312556349,99.2650449325682,100.097799739795,100.01811839189,99.1713527648791,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0
343224.482338981,98.162681277108,100.212197585704,101.137684377913,98.3679739415173,0,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1
347881.894963016,99.8373013806242,100.240148981064,101.07630664218,98.155254669776,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1
330597.006279335,98.6724353209208,99.8860599831657,101.362074854748,100.616528873571,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1
329954.56484517,99.3610748283519,99.2915558351233,98.8929547464655,101.584238659681,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1
329817.282479606,100.683485184856,98.0836410529716,99.8112767947605,99.3873169853355,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
331418.621691513,101.676197374739,100.359710950526,97.8347513648054,99.6905633372323,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1
331384.167526392,100.368044498185,98.6558604259929,98.8921019863583,100.928063250796,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
320259.671220309,99.5184452112852,98.936003991193,99.3588369874927,99.9700932736781,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1
338864.773722621,98.5789474110738,99.0330880844742,100.611490283891,103.178734293424,0,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1
324118.168295624,99.5284075153588,100.403635219304,98.8092372867163,99.7554053807463,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1
346380.285775372,103.278603125955,100.260297791743,102.610549964476,99.5107998436239,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
331364.1118961,102.292000562299,99.4125333667627,99.0335036433767,102.13271569077,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1
325874.683321607,98.8358601120602,99.1779099865552,99.377375395069,100.421140700581,1,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0
332833.80983528,103.797861598836,102.821540106393,98.5617328576426,99.0136889076028,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1
334367.828250724,100.8238361691,97.301762971388,102.101869764922,102.148998650106,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
343177.598158113,99.0616345330959,100.038560929586,101.121803795563,99.2052784749011,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1
338571.680033079,99.6636359828973,100.694491302068,99.5480840165474,98.9590202169646,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1
