"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
690575.709007185,102.041137876443,98.3054297471888,100.712600444146,99.811713553616,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0
642475.562399287,101.932983962914,100.245611694354,101.024620094237,100.334866955199,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0
632035.271656843,98.7452914508806,98.634824791199,100.48414807297,98.6367023240348,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1
687958.787523236,100.17074147522,100.099700907889,100.373850488007,100.809939686909,0,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0
713664.553243751,99.8953316484135,99.9464035237961,99.9446514706906,100.225181216865,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0
620368.371601189,100.305215848543,99.3282636960489,99.224550432004,98.8648345493866,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1
669451.070385074,98.8092052810933,100.846381384519,100.617486350279,99.1282963087296,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0
597074.047354341,98.9980054492885,97.3545247316318,99.6815134937464,100.883787838142,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
736051.554676216,100.530575205002,100.263770361629,98.9118472436092,101.07127583102,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1
676021.561186972,100.169442927413,99.4546210860328,98.5457249236336,100.752693495913,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0
741724.603711492,99.5620461110806,100.88094689266,102.489426075009,99.1279244359497,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0
741661.401879816,100.498299858644,100.650940816034,100.317036506718,100.0568968297,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1
713917.87655004,100.114548307767,99.2800756069232,99.6040612581059,98.8324687585986,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1
710302.562114367,101.290839628721,99.8994018946562,100.275766791101,99.3993380543519,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0
703728.033098995,99.1100620047633,100.482376642563,99.9356967759173,99.9253045408313,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0
637988.078654135,99.9318969819968,99.7436446142588,101.462247002627,100.563131358171,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1
701402.171310593,98.9789681445006,99.7286585525624,97.7325834243562,98.3184171202333,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0
665076.885439913,98.8176528214482,99.3464661390058,100.873904303869,99.5641407957786,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0
620122.908285167,100.790019520069,100.584544328216,100.972484694279,98.5663555990859,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
653012.308443614,99.662681835248,101.010610079127,98.2073474477573,98.7024436645409,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0
726141.065039029,99.4978006962476,98.9944428716702,102.906757631999,100.13819134769,0,1,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1
652386.634478543,100.257747447208,102.840321750535,101.17290839462,100.38860913133,1,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1
736665.774942979,100.966818594584,99.4932323767347,99.8562507653921,98.5868140022413,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0
740496.670175506,97.3709258213885,99.2293776066874,101.716455198237,100.992001656705,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0
656896.869319508,99.2560209345049,99.7226733346371,98.9025967699371,100.02784585501,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0
651956.373891401,100.188525274012,99.3745660574039,99.7503723528593,98.2443395354955,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1
720887.92976481,101.47542921573,99.7963950880749,99.2324759846951,100.600664822982,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1
620119.798096739,100.70613609988,98.217750627613,99.6438716557382,100.048620358866,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0
679106.903073378,99.9427535858262,101.870469899219,100.599924609298,100.062237189563,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,1
663808.442250446,101.820822351318,99.999638923724,100.520373384245,100.093020257552,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0
695080.573860758,98.7982868630663,99.7467642732355,101.077722695245,99.9351940044021,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1
730914.289288312,98.5213419328622,99.9971263300198,100.74753856541,100.537724001064,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1
644330.095580941,100.446940864436,100.077976327231,99.773016007928,100.201480787982,1,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1
650307.091313295,101.11662166367,100.804625660775,99.794804647883,99.0610497767397,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
682102.784053694,100.614701001331,99.0414372925491,98.2735210267425,101.994695002641,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0
651400.650452876,100.592285511386,98.7024093088257,100.109692396494,98.2048095076818,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1
725017.271900053,99.7512257593477,101.076030910002,100.245391055361,100.804892714644,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1
681224.757048482,99.7616345408784,100.629422018725,100.440077017656,100.089833629076,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
675958.251916508,100.406766483469,100.804241592583,98.3946585155135,101.233596140283,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0
778115.447383701,102.250887638063,101.43886913384,100.651549221531,99.0529273891854,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1
739017.809981625,100.039004391644,99.2034942394307,99.3866966073725,100.3926130933,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,1
761088.043515457,99.1854028293163,100.869615220011,99.2121401272385,100.991394165571,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1
683360.727056256,99.2104507512127,98.9700305238669,101.132096243506,101.639934172923,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0
627505.173186544,100.047714935922,99.3700143527473,101.00273670909,100.214384965366,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0
714405.749553445,98.973745149133,100.685768075273,100.648068751557,100.256074808027,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
673101.851803452,99.3637063243448,99.386051306321,99.7295801291263,99.2310610208104,0,1,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1
771046.812788749,99.5283324312074,100.953260393201,99.3105244295335,100.305318247004,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
648369.475840389,101.092536931759,99.3138440512412,101.382066639641,100.47707950955,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
692565.235041686,101.224417995711,97.8700640624902,101.218400336119,99.196576463212,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0
659660.81987422,100.836444250205,99.8442992586464,101.807323480012,100.533773899543,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1
633412.864437682,98.8302152644604,99.137163471021,101.420734273152,99.4169254532307,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
656529.956986369,100.491730805979,99.3020979049307,98.9662073006137,100.76127871785,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1
724897.261214396,99.9742941440409,99.8799619802352,99.696705786945,98.8436112036203,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1
640658.268265281,99.8784224781635,99.105044873402,98.0987178923267,101.17216019439,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0
617545.264691112,100.028239210498,98.9247363353379,102.4697151528,100.376347848195,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
668264.563573659,98.4477683623222,99.5689638111262,100.602179821317,98.2120348718624,0,0,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0
674296.933948449,99.4897874734455,100.043137142284,100.748958893399,99.2315991833562,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1
708998.390648916,99.5907739111551,99.8097076286697,100.720254760734,99.3284618496699,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0
695983.778550876,99.7437673808872,99.4969477626085,99.839633214916,100.668320174097,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
752717.792690863,99.7684054995502,100.155590328015,101.082934955661,99.6822070921656,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1
706057.01911255,100.761828318551,99.9867046973449,100.32562855469,98.7093280856397,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0
631918.777730136,98.9769045382715,98.4653393105609,99.9761426124108,98.1421380021661,0,1,0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1
645728.966084862,98.532381623745,100.164078298222,99.3842246236248,101.355292000006,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
705076.628227632,99.3366213067809,99.0275237392784,100.44752931457,98.5228056501389,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1
641699.18325308,100.288651836816,98.3038322852003,99.7172010874027,100.074075138596,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,1
700193.965745947,101.687870273187,100.374054148451,99.2763091195864,100.210972048875,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
633045.087840769,99.6459641209144,101.772271299236,99.4259929116809,100.124929440657,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1
764514.517051441,98.9358436748995,101.625967715457,99.7558356045024,100.568098311115,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0
646605.576129361,99.6427735943677,98.5422172880023,100.922015673892,99.0072569783819,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1
732797.86935807,99.8777941054145,101.119758986641,99.6944807292554,99.4874789208951,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1
647429.710725773,100.255666200935,100.541409191275,100.544468648515,99.835994676088,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1
601948.736841958,101.182415930498,99.4846832073534,99.5746035732576,99.8825430412694,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1
615970.512541546,98.4644663221147,99.0577939362419,101.451632685927,100.825916229256,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0
640360.852303031,100.615673150152,99.8159380738036,99.8604106967779,100.317093081674,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
699371.253547955,99.3749401419491,100.71007223609,100.861905133968,101.396327104972,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0
651878.498062545,100.564859172614,100.642336740007,99.1609908375706,99.946700147117,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
684666.63311593,100.92545830166,100.524990790385,100.144079706581,101.158106045742,0,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1
774920.895844976,100.998774273359,99.9559492020822,98.3893022948393,98.9488907860599,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0
660757.355786945,100.657290519412,98.8006075701423,101.180114199132,97.7527871260639,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1
667174.461634329,97.8853627635158,100.971072397913,101.061304259433,100.685321189247,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1
