"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
401.682129595139,100.333324650849,101.207469412765,99.6310526719214,99.9847262338316,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
409.504971751279,100.772652503729,101.240479823152,101.438814840639,100.611610283311,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385.135056789664,99.4680582150006,100.277128989302,101.593770243534,99.3640799781708,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
382.104218131098,101.711690701864,100.573804789485,99.0646231796524,100.20963355689,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1
388.623195111276,100.09873741814,99.8088678188189,99.5859073722531,99.1754835972721,0,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
401.173240327653,99.1993834771515,100.793603118538,99.3531744691285,98.5300230727703,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1
410.226398834962,100.75408668528,100.978916055128,101.217115271096,99.9838420462631,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
423.166873905472,101.110723386371,100.604636836142,101.242894937798,100.712564309063,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
401.082864742586,98.3393652443599,100.232222331598,100.077878284919,98.6089115915503,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1
414.189904523851,99.3544492516543,101.812011285891,100.388106595242,100.030916447257,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
389.479954206722,100.297239624565,98.9512933908259,99.9985506544376,99.1946530840551,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1
378.673458089422,100.14654975022,102.551455758962,99.7730278845081,100.391523301408,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1
405.406968306687,100.124278550132,100.317667686,98.4810047841919,99.7769928325196,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0
403.88627899834,99.3769343765951,98.0301009195807,100.066775796182,99.2515330322883,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
401.612329861122,99.2007106494432,99.8620825626779,99.2350790168606,100.135061091683,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1
412.405077434697,99.8162982119277,100.40437554948,99.1803586905631,99.1916166662962,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
373.749950403511,100.048277667022,99.9719838190725,98.526977015783,100.659139067655,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
388.905561471759,101.301656120337,99.4341821419633,100.259006967325,99.2088116050004,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
391.0963295052,99.9430667691647,100.104361701388,99.9798580395486,99.6733871504378,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1
387.696434216107,100.988639299657,98.7955293368671,99.1122292655478,100.181734499724,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
411.850776402484,99.065475220246,99.6634110953278,100.1782301193,98.6977326342128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
409.649691190943,98.4343226106999,100.096466525121,98.6752648489441,99.4181633308496,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1
