"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
807.579441318167,98.2823703568525,99.4034154867347,99.8001937334458,100.545723708531,0,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0
807.075948515665,99.1532693623729,100.835729297024,99.7141798865993,100.153715206366,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1
789.346775543431,99.0969191434725,101.146869372257,99.0357188735575,100.094165427604,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
778.344190241179,98.2660474299867,99.7749507892552,99.5280189662823,99.9527180440123,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
816.62445777854,100.743654605449,99.8525040694319,100.103963578505,99.6066804247224,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
787.448539319659,100.025401119035,100.549186658687,98.6008594234555,99.9538122926034,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
806.917057657283,101.262046974266,98.9677785630877,101.079994166057,98.8981072808438,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
787.804923307188,99.8471595161316,100.557390423327,99.2808816139279,99.0298965702468,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1
811.096093802507,100.487625688016,100.594994363213,99.6535237021305,100.664481405297,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
816.555123258947,101.42299364312,100.946422079585,98.7300886355541,99.8694869295383,0,1,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1
795.131284921119,99.3652467097751,100.34849332973,99.8042515957171,99.4027200332033,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0
798.272087450728,100.182359275947,100.610934987195,99.4104217977981,99.0365459244427,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
795.584323948781,99.076504683761,101.200687763665,99.4136645829727,100.01963322105,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
792.73538526402,97.1487895686392,99.3772574818645,101.107774276012,99.8139355680245,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1
811.048077907742,99.5312129995017,100.288272365641,100.352020571676,99.6095614774522,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0
