"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
775.069238792469,99.5925456005611,100.354869540214,100.148119285381,99.7193289787102,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
768.517379120932,99.552765125744,99.327010278732,100.363656371972,101.856637808157,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
759.463245607838,100.509830955711,99.3416205697374,98.3342066048913,100.250740598349,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1
780.224984632707,100.417172873817,100.031062932103,100.480786518794,98.5820747641514,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
765.972575543703,98.5835250537839,100.542175134611,99.359536303795,102.20236274223,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1
776.104780663619,99.0368886297922,100.089797757884,101.160854767158,100.452621015233,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
773.08086617058,99.0446491639028,99.1002839790557,99.2735868742354,99.9865573333448,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1
784.022654743688,99.0183731338353,98.8732719911192,100.697227643503,99.2402380520673,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0
779.804638361767,100.603825129422,101.026416591256,101.286443977838,99.6910992398268,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
768.186245770735,98.9694550862437,100.579334960506,99.469354792952,98.7153472573245,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,1,1,1
794.507858535649,100.367735662535,101.042098298839,101.283729146805,98.0792202886529,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1
761.56720122504,99.1204092077581,97.3945012610763,100.933793231414,100.305783056881,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
792.071666877648,99.5938444905185,100.634261156092,100.401143705491,100.649563589944,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1
791.007556022523,100.751843815411,100.176513523752,100.473463532049,99.8554553434295,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
763.264390648622,99.4537248001933,99.5354864899136,100.024926384736,99.9140928152016,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
801.378609478119,101.917781906846,100.265927974749,99.4901091976124,100.839258593352,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767.148395355782,99.6009427507429,101.633948674955,101.182589675931,99.5127446947857,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
761.331000696289,98.7798195465029,100.806622739902,99.7182589168304,98.3370546599793,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
789.277686457302,101.63929594097,99.6799643863627,98.2948844304856,101.08542989247,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1
786.220397494409,98.4900000769548,101.755755538873,99.683305430009,101.406162669261,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1
789.962418537014,100.578926926687,100.793944583455,99.2280086672473,101.155241274323,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1
777.264830597409,100.787204891662,99.0977468416781,99.9961490947689,98.0150578800426,0,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
768.580672470177,97.5608469365866,99.6573795525716,99.8764154028698,99.8228526143785,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1
786.071038634627,98.2989446666718,99.4270715682695,99.7501478097135,101.259467747432,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
783.233896876977,97.5125047838561,100.115486618426,100.393259116109,102.214405264789,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
801.954555152634,101.187301764862,101.429013398635,99.8753231743551,101.669954665867,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
780.514382375622,99.8831976340605,100.607932840294,101.136640681918,100.07034342195,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1
783.306693473328,102.035455112049,99.0575640055897,101.179985578121,99.1734217393745,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1
770.175126278407,100.424491921515,98.6102829363731,100.397357496517,102.010561918265,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1
784.842834577061,98.4332213958876,99.7401247094083,99.232244574751,98.3163923084435,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
788.961685814302,99.2767178520558,101.954849684087,100.127662728099,101.063056396894,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
765.708350637148,99.9277294253971,99.7275523354928,100.377361103773,99.5362296701798,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1
767.276239349456,100.415728239913,98.0683811005591,98.7305075367611,100.390245954937,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0
793.888936756379,99.7932792271003,99.3996908903754,99.937830418858,99.3276375500899,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
786.927722333082,99.4876277928478,101.033391019909,98.2785598735532,100.704750617308,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
792.489593201315,101.981605571078,101.857757694984,100.783448098649,100.53360887058,1,1,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1
799.274901599426,100.109597478034,102.787745727992,99.7993903825179,99.2142964504087,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
772.633880414069,99.2941817596901,99.9893868562729,99.1410150245749,98.9752028668417,0,1,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0
784.42752536091,99.3578871117542,100.139459195269,102.080734189508,99.4780230962212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
775.788794572115,99.8297656287744,100.381672979595,99.3534540980703,100.781637547049,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
769.428125207095,99.9633966526487,99.5096664851193,99.7509465797523,100.746345994989,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
781.000311654967,100.739680004278,100.659012929378,97.8323319239615,101.227935278306,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
791.264955872947,101.765589487555,101.173345762238,99.6126180319804,101.656164527417,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1
797.062102914971,101.523315903078,100.726505282233,100.571089974897,99.9970923481782,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0
783.744967015722,99.4179859805524,100.907050835841,98.562686056194,99.5174047535897,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1
784.143286031383,100.396974326907,101.453529313208,100.546629389022,100.862339125336,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
769.385936529074,100.243184321323,99.2342722824925,98.4535137399303,100.716255242166,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
759.940164696392,101.223993053801,98.7824518104665,99.5932708656459,99.7883854394842,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1
767.802826818936,99.3063344929552,99.414059131897,101.116938234063,98.0970795663746,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1
784.924637391221,100.016096188554,101.404978122407,98.6592142285071,100.9794173881,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
788.9967880309,99.1665294299372,100.485844464296,100.791398717111,100.781580172035,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0
787.534800236858,99.8269926597587,100.12812833547,100.507651543984,97.5073970255408,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0
781.581536529212,98.6889049084328,100.943150900737,99.6738865895509,98.8150721304454,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
792.627905872784,99.2632699821592,100.013529756436,100.011520398605,98.7638267948845,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1
772.590553169195,101.638296631003,99.5994559866066,97.9252987759682,100.024199720914,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1
776.773356911993,100.017513212096,100.994113773103,100.307384598282,101.903087184472,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1
777.978664640933,99.0166739985276,100.664138972087,99.3672819812656,98.6198131564477,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
807.06917148318,100.367214536622,100.821287893017,99.9895108914177,101.158320012634,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
785.906613352982,100.478240978604,101.102086682796,98.2597222379355,101.536630245048,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
770.468609357357,99.4878820197445,100.301536744603,99.9625934625948,98.3988692505596,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1
785.935793220574,100.234637333411,100.837650040934,100.159124921716,98.7918570404448,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
773.130743601405,99.8322460646414,97.6552435429454,99.9405944933419,100.233985780986,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
770.291528775122,100.477239397867,100.143178993409,99.1080213700535,98.9958912568549,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
786.071752713429,100.684598112156,100.701835172089,101.328130806328,99.2619280078371,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0
777.949018387226,97.2513351627292,98.7821398134754,99.4921873510105,100.202033541249,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779.663068459197,99.8138436572711,99.9267346015857,99.0612962397858,100.855460492103,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1
770.801584959374,99.9945317874281,100.345541300817,98.9002268455745,100.635081979197,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1
775.38200890474,100.212753674598,100.42426407385,101.241482148038,100.595378986118,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1
799.667901138846,99.5345159867146,100.868002740414,99.8244271301336,100.327676043073,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1
772.783994923267,100.104618325535,100.165853210145,97.9064314204311,99.0318730248281,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1
778.304958625041,100.914184733216,101.547788744608,100.011557491865,100.148081287716,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
777.574965133614,100.662843719971,100.049635145243,99.0088200021572,101.643195545559,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0
771.192078890295,100.054640882773,98.7977452397417,99.3425012308797,100.701848079737,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
783.609417424991,99.2074737329148,100.964469041635,100.981858779151,100.068135348824,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
786.174927632391,99.3862066536647,100.831186103059,100.202931218829,100.241806326204,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
796.134586833525,100.857614800461,101.018939005116,99.7658058906758,99.8374633719207,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1
791.337383664109,99.1142014745777,100.967591534789,100.376973655641,99.4336603123213,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
768.80037161328,99.5122702211715,98.9046346659804,101.803067582687,101.375573248553,0,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1,1,0
795.926800517789,102.072013917703,100.747643487394,100.113290778474,98.1938328017315,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
