"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
2476.48557125504,200.265808561606,201.750995382781,200.174008018578,199.464759674087,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,1,0,1,1
2466.40958190156,198.865752927295,201.158248005475,199.929557600062,198.20830813862,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0
2454.55729949588,199.602080962192,199.324775739889,198.159500760722,197.573199965468,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
2475.19083891852,200.080202126755,201.155966775457,199.635591190453,201.379788956291,0,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
2442.87185100708,200.029303013843,201.116741297329,200.031778871541,201.273681961671,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,1
2445.25122300085,196.247495643291,199.851016480904,201.567061809842,199.470745822567,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0
2457.06695089176,199.187518560519,199.651832366778,199.016337805508,199.751553383713,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0
2453.34401174244,198.499400650298,198.594125695392,199.469546328818,198.535495128151,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0
2433.98553052321,197.162843093527,199.715046117005,200.68893765104,201.927826589081,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1
2460.40038823732,200.847071759771,199.673931884956,199.055252770947,203.413643733812,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0
2461.00311698133,198.064422771643,199.100276774804,200.594861903148,201.738354522727,1,0,0,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1
2456.26536157311,200.588285962803,198.510403254369,199.039125708318,199.654744257322,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0
2444.76189385522,199.2187697866,199.791088663035,200.419302908853,199.656427816217,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
2464.0101529132,198.806413783359,199.724912069914,202.034760714771,201.044239073383,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0
2459.60068144721,199.706617704338,200.569613387,198.331073127128,201.875650695236,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0
2455.4129887921,198.06337168483,201.057083129301,197.984764609251,198.353477465726,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
2462.44738668399,197.375852565439,200.656434695641,198.928419175492,199.741297408559,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
2453.00669233631,201.540202923415,198.585520223127,198.934835719083,202.797383365528,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0
2444.56162903725,200.267332626374,197.698571212079,201.435708700698,199.632907199547,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
2440.26176333143,198.390418787708,198.409138919201,200.737986199073,198.952648102326,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
2457.66046977067,199.28859601777,201.659587414993,198.537071040028,196.656035779432,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
2445.55566580277,199.619120815187,198.564840804373,200.033273165527,202.683746199496,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
2435.73158190057,198.638708828488,197.473253240179,201.689578836146,202.163149002909,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
