"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
13.0491247507404,98.9419720553677,99.152871226275,99.7058652983518,97.4703831503152,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0
13.0885353040624,100.739208339915,100.207248185157,99.7558859123165,98.8279972601996,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1
13.0782755403491,99.4827722419249,99.5261560472016,100.473490398481,99.4566463200351,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
13.0618509351887,98.6804115951705,98.8540839880139,100.926444263868,97.6127129712677,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0
13.0634596608953,98.795793319839,99.8905625084856,99.9408920726906,100.565465212881,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
13.0709770891256,99.7569998766887,100.873202478541,98.5647634910836,97.9803605310406,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1
13.0710977289296,99.0869507464085,100.216819778871,99.5333381125054,100.824906428451,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0
13.0700096317667,101.56628288108,101.228853995667,99.4694819301597,102.547427011471,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1
13.0768671963489,102.132569516053,99.4746100868575,98.4364233695764,99.041530167933,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0
13.0307704695452,98.6843013324046,98.0703462115211,98.7715001050267,99.2504360617043,0,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
13.0943399846681,99.5342842017038,100.978523880438,100.261873587225,98.9388252325118,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0
13.0468366823952,100.087812926659,100.073279656305,99.5541230392008,101.103076110239,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
13.0814220943912,99.423080660882,98.1729743321625,101.648116117497,101.557775092014,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0
