"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
13.07224104053,99.8046903666344,100.791523312384,102.182687723062,102.440710195337,0,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1
13.0216465922684,101.653817019904,99.1390865480489,99.8258687882473,98.8107588708002,1,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1
13.0273988096601,99.1632420267115,99.1202416789926,100.554670289172,98.4526964697499,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1
13.014818927038,98.1845593392129,100.107811900341,98.9637029286537,100.555734474556,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0
13.0533211896953,102.740162914007,99.5673027912031,100.982562038741,100.694844609584,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1
13.024103172795,98.8158244957591,100.890423291301,100.664970698124,98.074873501968,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1
13.0277650628989,100.478771882746,100.313030847636,99.9012272353903,98.7875155474044,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1
13.0175764490695,99.2946615137089,99.8195999373312,100.63288669016,101.71354792317,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0
13.0586570950115,100.875111766623,99.8919856731047,100.528789090578,100.060933278759,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1
13.0399412872878,100.960840029886,102.362526444875,98.7715172882334,100.366788590043,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13.0553670547428,100.748763150436,101.280519584446,99.8970213209693,100.253202622455,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
13.0775968946635,102.734348920051,101.921008540621,99.5422409030647,99.5637756340858,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1
13.039007897366,98.6671684422611,100.11090231047,102.120542733204,100.255523476354,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
13.0655869715154,102.336552355029,100.242822201645,100.059755893916,101.261677128953,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1
